,0,1,2,3,4,5
1208,3/10/2023,Avalanche: Three Terraces,Logan,Natural,,
1209,3/9/2023,Accident: Upper Weber Canyon,Uintas,Skier,4',400'
1210,3/9/2023,Avalanche: Toledo Chutes,Salt Lake,Natural,,
1211,3/9/2023,Avalanche: Wolverine Cirque,Salt Lake,Unknown,,
1212,3/9/2023,Avalanche: Cardiac Bowl,Salt Lake,Skier,,
1213,3/9/2023,Avalanche: North Fork Lake Canyon,Skyline,Snowmobiler,,300'
1214,3/9/2023,Avalanche: Mt Aire,Salt Lake,Natural,,50'
1215,3/9/2023,Avalanche: Patsy Marly,Salt Lake,Natural,"3""",40'
1216,3/9/2023,Avalanche: Snowbasin Backcountry,Ogden,Skier,2',100'
1217,3/9/2023,Avalanche: Cascade Ridge,Provo,Natural,8',500'
1218,3/9/2023,Avalanche: Two Dogs,Salt Lake,Skier,,
1219,3/9/2023,Avalanche: Snowbasin Backcountry,Ogden,Skier,"5""",20'
1220,3/9/2023,Avalanche: Maybird Chute,Salt Lake,Natural,"14""",50'
1221,3/8/2023,Avalanche: Mill Hollow,Uintas,Snowmobiler,"18""",80'
1222,3/8/2023,Avalanche: Cardiac Ridge,Salt Lake,Natural,,
1223,3/6/2023,Avalanche: Reynolds Pk,Salt Lake,Skier,,150'
1224,3/6/2023,Avalanche: Tuscarora,Salt Lake,Skier,3',300'
1225,3/6/2023,Avalanche: Beaver Dam,Logan,Natural,"6""",30'
1226,3/6/2023,Avalanche: 10420,Salt Lake,Snowmobiler,2',200'
1227,3/5/2023,Avalanche: Memorials,Salt Lake,Skier,"8""",25'
1228,3/5/2023,Avalanche: Two Trees,Salt Lake,Explosive,2.5',125'
1229,3/5/2023,Avalanche: Green Canyon Mouth,Logan,Natural,"11""",90'
1230,3/5/2023,Avalanche: Soapstone,Uintas,Natural,,
1231,3/5/2023,Avalanche: Central Bear River Range,Logan,Natural,"5""",25'
1232,3/5/2023,Avalanche: South Face of Reynolds,Salt Lake,Skier,"6""",50'
1233,3/5/2023,Avalanche: Greens Basin,Salt Lake,Skier,"8""",25'
1234,3/5/2023,Avalanche: Weathering Heights,Salt Lake,Unknown,"8""",20'
1235,3/5/2023,Avalanche: Cutler Ridge,Ogden,Skier,"18""",150'
1236,3/5/2023,Avalanche: Ricardos,Salt Lake,Skier,2',200'
1237,3/5/2023,Avalanche: Meadows,Salt Lake,Skier,2',300'
1238,3/4/2023,Avalanche: Gold Hill,Uintas,Skier,"16""",100'
1239,3/4/2023,Avalanche: Y-Not Couloir,Salt Lake,Natural,,
1240,3/4/2023,Avalanche: Banana Days,Salt Lake,Natural,,
1241,3/4/2023,Avalanche: Wolf Creek,Uintas,Natural,3',200'
1242,3/4/2023,Avalanche: Loafer Mountain,Provo,Skier,"6""",125'
1243,3/4/2023,Avalanche: Cutler Ridge,Ogden,Skier,"10""",70'
1244,3/4/2023,Avalanche: White Pine,Salt Lake,Natural,"16""",125'
1245,3/4/2023,Avalanche: Ogden,Ogden,Skier,"5""",15'
1246,3/4/2023,Avalanche: Room of Doom,Salt Lake,Unknown,,
1247,3/4/2023,Avalanche: NW Cirque,Provo,Natural,6',800'
1248,3/4/2023,Avalanche: Bonkers,Salt Lake,Natural,10',125'
1249,3/4/2023,Avalanche: Spire,Salt Lake,Skier,"12""",25'
1250,3/4/2023,Avalanche: Wolf Creek,Uintas,Natural,3',200'
1251,3/4/2023,Avalanche: Loafer Mountain,Provo,Skier,"6""",125'
1252,3/4/2023,Avalanche: Cutler Ridge,Ogden,Skier,"10""",70'
1253,3/4/2023,Avalanche: White Pine,Salt Lake,Natural,"16""",125'
1254,3/3/2023,Avalanche: Brighton Perimeter,Salt Lake,Skier,"8""",80'
1255,3/3/2023,Avalanche: Salt Lake,Salt Lake,Skier,"12""",20'
1256,3/3/2023,Avalanche: Chilly Peak Slabs,Ogden,Natural,,200'
1257,3/3/2023,Avalanche: Ben Lomond Headwall,Ogden,Natural,,250'
1258,3/3/2023,Avalanche: Ben Lomond Headwall,Ogden,Natural,,500'
1259,3/3/2023,Avalanche: Ben Lomond Headwall,Ogden,Natural,,600'
1260,3/3/2023,Avalanche: Weber Canyon,Uintas,Natural,2.5',700'
1261,3/3/2023,Avalanche: Big Springs,Provo,Skier,"8""",400'
1262,3/3/2023,Avalanche: Brighton Perimeter,Salt Lake,Skier,"10""",70'
1263,3/2/2023,Avalanche: Squaretop,Salt Lake,,"16""",150'
1264,3/2/2023,Avalanche: Bridge Canyon,Ogden,Natural,"16""",150'
1265,3/2/2023,Avalanche: Fake Breaks,Southwest,Natural,,
1266,3/2/2023,Avalanche: Mill Hollow,Uintas,Snowmobiler,"12""",50'
1267,3/2/2023,Avalanche: Hide A Way Park,Salt Lake,Skier,2',60'
1268,3/2/2023,Avalanche: Oquirrh Mountains,Salt Lake,Natural,"2""",
1269,3/2/2023,Avalanche: Red Pine Ridge,Logan,Snowmobiler,4',150'
1270,3/1/2023,Accident: Logan Peak Cirque,Logan,Snowmobiler,2.5',200'
1271,3/1/2023,Avalanche: Rocky Point,Salt Lake,Natural,"6""",100'
1272,3/1/2023,Avalanche: Beaver Creek Canyon,Logan,,"18""",50'
1273,3/1/2023,Avalanche: Uintas,Uintas,Natural,,
1274,2/28/2023,Avalanche: North Ridge of Logan Dry Canyon,Logan,Natural,"2""",35'
1275,2/28/2023,Avalanche: Timpanogos,Provo,Natural,3',"1,000'"
1276,2/28/2023,Avalanche: First Dam,Logan,Natural,"12""",70'
1277,2/28/2023,Avalanche: Mt. Naomi Wilderness,Logan,Natural,,
1278,2/28/2023,Avalanche: South Ridge of Beaver Mountain,Logan,Skier,2',600'
1279,2/28/2023,Avalanche: Mt. Naomi Wilderness,Logan,Natural,,
1280,2/28/2023,Avalanche: Brighton Perimeter,Salt Lake,Natural,,
1281,2/28/2023,Avalanche: Hellgate,Salt Lake,Unknown,,100'
1282,2/28/2023,Avalanche: Bergeson Hill,Logan,Natural,,
1283,2/27/2023,Avalanche: Ogden Foothills,Ogden,Skier,2.5',60'
1284,2/27/2023,Avalanche: Ogden,Ogden,Natural,"12""",50'
1285,2/27/2023,"Avalanche: East faces, Wellsvile Range",Logan,Natural,,
1286,2/27/2023,Avalanche: Bird Canyon,Logan,Natural,,
1287,2/27/2023,Avalanche: Beaver Mountain Backcountry,Logan,Skier,"18""",20'
1288,2/27/2023,Avalanche: Cache Valley Foothills,Logan,Natural,5',80'
1289,2/27/2023,Avalanche: Green Canyon Mouth,Logan,Natural,"18""",200'
1290,2/26/2023,Avalanche: BBQ Bowl,Skyline,Natural,"12""",175'
1291,2/26/2023,Avalanche: Cutler Ridge,Ogden,Skier,"10""",50'
1292,2/26/2023,Avalanche: Mt. Raymond,Salt Lake,Unknown,3',70'
1293,2/26/2023,Avalanche: Lake Mountains,Provo,Snowboarder,2',200'
1294,2/26/2023,Avalanche: Browns Canyon,Uintas,Skier,2',200'
1295,2/25/2023,Avalanche: Old Logway and N. Hells Canyon,Logan,Natural,,
1296,2/25/2023,Avalanche: Alexander Basin,Salt Lake,Natural,"18""",250'
1297,2/25/2023,Avalanche: White Pine,Salt Lake,Unknown,,
1298,2/25/2023,Avalanche: Logan Dry Canyon,Logan,Natural,2.5',60'
1299,2/25/2023,Avalanche: Little Bear,Logan,Skier,"12""",60'
1300,2/25/2023,Avalanche: Pioneer Ridge,Salt Lake,Snowboarder,"15""",60'
1301,2/25/2023,Avalanche: Chalk Creek,Uintas,Natural,"12""",70'
1302,2/25/2023,Avalanche: Alpine Loop,Provo,Unknown,,
1303,2/25/2023,Avalanche: Phone Shot,Skyline,Snowmobiler,"12""",150'
1304,2/25/2023,Avalanche: Hoyt Environs,Uintas,Natural,"12""",70'
1305,2/25/2023,Avalanche: Ben Lomond Headwall,Ogden,Natural,,
1306,2/25/2023,Avalanche: Alexander Basin,Salt Lake,Skier,,
1307,2/25/2023,Avalanche: Yellow Jacket,Salt Lake,Skier,"12""",25'
1308,2/25/2023,Avalanche: Silver Fork Headwall,Salt Lake,Skier,"12""",30'
1309,2/25/2023,Avalanche: Cornice Ridge,Logan,Natural,"12""",100'
1310,2/25/2023,Avalanche: Mt Nebo Loop Road,Provo,Natural,,125'
1311,2/25/2023,Avalanche: Castle Rock,Logan,Snowmobiler,,125'
1312,2/25/2023,Avalanche: Blue Ice,Salt Lake,Unknown,,
1313,2/25/2023,Avalanche: Two Dogs,Salt Lake,Snowboarder,"12""",50'
1314,2/25/2023,Avalanche: White Mountain,Skyline,Snowmobiler,"18""",90'
1315,2/25/2023,Avalanche: Little Cottonwood Canyon,Salt Lake,Natural,"16""",25'
1316,2/25/2023,Avalanche: Old Logway and N. Hells Canyon,Logan,Natural,,
1317,2/25/2023,Avalanche: Alexander Basin,Salt Lake,Natural,"18""",250'
1318,2/24/2023,Avalanche: Foothills,Salt Lake,Natural,"10""",
1319,2/24/2023,Avalanche: West Scotties,Salt Lake,Skier,"15""",30'
1320,2/24/2023,Avalanche: Cardiff Fork,Salt Lake,Unknown,2',150'
1321,2/24/2023,Avalanche: Figure 8 Bowl,Salt Lake,Natural,2',125'
1322,2/24/2023,Avalanche: Aspen Grove,Provo,Unknown,,
1323,2/24/2023,Avalanche: White Pine,Salt Lake,Skier,"12""",175'
1324,2/24/2023,Avalanche: Foothills,Salt Lake,Skier,"18""",125'
1325,2/24/2023,Avalanche: Patsy Marly,Salt Lake,Unknown,,
1326,2/24/2023,Avalanche: Toll Canyon,Salt Lake,Skier,"14""",20'
1327,2/24/2023,Avalanche: Limber Pine,Salt Lake,Skier,"6""",20'
1328,2/23/2023,Avalanche: Pioneer Ridge,Salt Lake,Snowboarder,"18""",70'
1329,2/23/2023,Avalanche: Exxons Folley,Moab,Natural,2.5',70'
1330,2/23/2023,Avalanche: Ricardos,Salt Lake,Skier,2.5',60'
1331,2/23/2023,Avalanche: Gravel Pit Lanes,Moab,Natural,,200'
1332,2/23/2023,Avalanche: Lucky Days,Salt Lake,Skier,"12""",50'
1333,2/23/2023,Avalanche: Foothills,Salt Lake,Natural,,
1334,2/23/2023,Avalanche: Middle Cirque,Moab,Natural,3',70'
1335,2/23/2023,Avalanche: Lookout Peak,Salt Lake,Natural,"18""",100'
1336,2/23/2023,Avalanche: Argenta,Salt Lake,Skier,"8""",50'
1337,2/23/2023,Avalanche: Little Willow Canyon,Salt Lake,Skier,"16""",150'
1338,2/23/2023,Avalanche: North Ogden Divide,Ogden,Natural,,
1339,2/23/2023,Avalanche: Chicken Sh#! Ridge,Salt Lake,Skier,2',50'
1340,2/23/2023,Avalanche: Ben Lomond Headwall,Ogden,Natural,,
1341,2/23/2023,Avalanche: Salt Lake foothills,Salt Lake,Natural,"12""",150'
1342,2/23/2023,Avalanche: Chilly Peak Slabs,Ogden,Skier,,
1343,2/23/2023,Avalanche: Days Fork,Salt Lake,Skier,"14""",25'
1344,2/23/2023,Avalanche: Ben Lomond,Ogden,Natural,,
1345,2/23/2023,Avalanche: Pine Creek,Ogden,Skier,"19""",200'
1346,2/22/2023,Avalanche: Provo,Provo,Skier,"4""",15'
1347,2/22/2023,Avalanche: Central Wood Camp Bowls,Logan,Natural,3',
1348,2/22/2023,Avalanche: Maple Creek Canyon,Logan,Natural,,
1349,2/22/2023,Avalanche: Green Canyon Mouth,Logan,Natural,"12""",70'
1350,2/22/2023,Avalanche: Maple Creek Canyon,Logan,Natural,,
1351,2/22/2023,Avalanche: Green Canyon Mouth,Logan,Natural,"12""",70'
1352,2/22/2023,Avalanche: Garden City,Logan,Natural,2',80'
1353,2/22/2023,Avalanche: Central Wood Camp Bowls,Logan,Natural,,"1,500'"
1354,2/22/2023,Avalanche: Bob's Knob,Provo,Snowboarder,"5""",20'
1355,2/22/2023,Avalanche: Brighton Perimeter,Salt Lake,Skier,"8""",30'
1356,2/22/2023,Avalanche: South Face,Ogden,,,
1357,2/22/2023,Avalanche: Parleys Canyon,Salt Lake,Skier,"14""",400'
1358,2/22/2023,Avalanche: Ben Lomond,Ogden,Skier,2',150'
1359,2/22/2023,Avalanche: Ben Lomond,Ogden,Skier,2',
1360,2/22/2023,Avalanche: Cascade Ridge,Provo,Natural,,
1361,2/22/2023,Avalanche: Emma Ridges,Salt Lake,Skier,2',
1362,2/22/2023,Avalanche: Suicide Chute,Salt Lake,Explosive,,200'
1363,2/21/2023,Avalanche: First Dam,Logan,Natural,,80'
1364,2/21/2023,Avalanche: Hells Canyon,Ogden,Skier,"6""",30'
1365,2/21/2023,Avalanche: Days Fork,Salt Lake,Skier,"4""",
1366,2/21/2023,Avalanche: Ogden,Ogden,Skier,"4""",100'
1367,2/20/2023,Avalanche: Jaws,Salt Lake,Skier,"6""",100'
1368,2/20/2023,Avalanche: Cutler Ridge,Ogden,Natural,"10""",125'
1369,2/20/2023,"Avalanche: Drop in, Drop out",Logan,Natural,"18""",150'
1370,2/20/2023,Avalanche: Cardiff Pass,Salt Lake,Skier,"6""",10'
1371,2/20/2023,Avalanche: Foothills,Salt Lake,Snowboarder,"4""",50'
1372,2/19/2023,Avalanche: Emigration Canyon,Salt Lake,Natural,"12""",30'
1373,2/19/2023,Avalanche: Red Pine Gulch,Salt Lake,Natural,,
1374,2/19/2023,Avalanche: Tuscarora,Salt Lake,Skier,"8""",15'
1375,2/19/2023,Avalanche: Central Bear River Range,Logan,Skier,"7""",30'
1376,2/19/2023,Avalanche: Meadows,Salt Lake,Snowboarder,"2""",20'
1377,2/15/2023,Avalanche: Coalpit 4,Salt Lake,Natural,,
1378,2/15/2023,Avalanche: Bells Canyon,Salt Lake,Skier,"8""",20'
1379,2/15/2023,Avalanche: Days Fork,Salt Lake,Skier,"6""",10'
1380,2/15/2023,Avalanche: Neffs,Salt Lake,Skier,"10""",80'
1381,2/15/2023,Avalanche: Butler Fork,Salt Lake,Skier,"6""",5'
1382,2/15/2023,Avalanche: Big Cottonwood Canyon,Salt Lake,,"18""",40'
1383,2/14/2023,Avalanche: Banana Chute,Ogden,Natural,2',40'
1384,2/14/2023,Avalanche: Raymond Peak,Salt Lake,Natural,,
1385,2/14/2023,Avalanche: Butler Fork,Salt Lake,Skier,"2""",5'
1386,2/13/2023,Avalanche: Ant Knolls,Provo,Skier,"4""",20'
1387,2/11/2023,Avalanche: Little Cottonwood Canyon,Salt Lake,Natural,2',30'
1388,2/11/2023,Avalanche: Logan Peak,Logan,Skier,"10""",60'
1389,2/10/2023,Avalanche: Northern Bear River Range,Logan,Snowboarder,"8""",25'
1390,2/10/2023,Avalanche: Hogum,Salt Lake,Skier,"18""",100'
1391,2/10/2023,Avalanche: Little Superior,Salt Lake,Skier,"3""",60'
1392,2/10/2023,Avalanche: Session Mountains,Salt Lake,Skier,"2""",20'
1393,2/10/2023,Avalanche: Scott Hill,Salt Lake,Natural,,
1394,2/10/2023,Avalanche: Butler Basin,Salt Lake,Skier,"14""",40'
1395,2/9/2023,Avalanche: Tower Mountain,Uintas,Natural,2',
1396,2/8/2023,Avalanche: Logan Dry Canyon,Logan,Skier,"18""",70'
1397,2/8/2023,"Avalanche: Mt. Magog, South Ridge",Logan,Natural,3',50'
1398,2/7/2023,Avalanche: Holy Toledo,Salt Lake,Skier,"10""",200'
1399,2/7/2023,Avalanche: Circle Awl,Salt Lake,Natural,,
1400,2/7/2023,Avalanche: Circle Awl,Salt Lake,Natural,,
1401,2/7/2023,Avalanche: Emma Ridges,Salt Lake,Skier,"15""",10'
1402,2/7/2023,Avalanche: Main Days,Salt Lake,Skier,"14""",40'
1403,2/7/2023,Avalanche: Patsy Marly,Salt Lake,Snowboarder,"12""",30'
1404,2/7/2023,Avalanche: Little Superior,Salt Lake,Unknown,2',100'
1405,2/7/2023,Avalanche: Superior,Salt Lake,Natural,"12""",60'
1406,2/7/2023,Avalanche: Two Trees,Salt Lake,Skier,"6""",100'
1407,2/7/2023,Avalanche: LSB North,Salt Lake,Skier,"16""",100'
1408,2/7/2023,Avalanche: Dougs Drop,Salt Lake,Skier,"9""",50'
1409,2/6/2023,Avalanche: Cinnamon Creek,Ogden,Snow Bike,"12""",100'
1410,2/6/2023,Avalanche: Ben Lomond,Ogden,Skier,"10""",40'
1411,2/6/2023,Avalanche: East Bowl,Salt Lake,Snowboarder,"10""",40'
1412,2/5/2023,Avalanche: Oquirrh Mountains,Salt Lake,Snowboarder,"12""",30'
1413,2/5/2023,Avalanche: Mount Naomi Wilderness,Logan,Natural,"14""",
1414,2/5/2023,Avalanche: Triangle Couloir,Salt Lake,Natural,,
1415,2/5/2023,Avalanche: Willard Peak,Ogden,Skier,3',45'
1416,2/4/2023,Avalanche: Cold Fusion,Provo,Skier,"10""",25'
1417,2/4/2023,Avalanche: Farmington Lakes,Ogden,Snowmobiler,"6""",25'
1418,2/4/2023,Avalanche: Lambs Canyon,Salt Lake,Unknown,"12""",100'
1419,2/3/2023,Avalanche: Logan Dry Canyon,Logan,Skier,"12""",60'
1420,2/3/2023,Avalanche: Mineral Fork,Salt Lake,Skier,"6""",50'
1421,2/3/2023,Avalanche: Empire Pass,Salt Lake,Skier,"8""",30'
1422,2/3/2023,Avalanche: Empire Pass,Salt Lake,Skier,"6""",30'
1423,2/3/2023,Avalanche: Aspen Grove,Provo,,"8""",40'
1424,2/3/2023,Avalanche: Rampage,Salt Lake,Skier,"6""",20'
1425,2/3/2023,Avalanche: Snowbasin Backcountry,Ogden,Snowboarder,"14""",20'
1426,2/3/2023,Avalanche: Mineral Fork,Salt Lake,Skier,"12""",5'
1427,2/3/2023,Avalanche: Mt Watson,Uintas,Natural,"16""",300'
1428,2/3/2023,Avalanche: Mineral Fork,Salt Lake,Natural,"12""",50'
1429,2/3/2023,Avalanche: Upper Weber Canyon,Uintas,Skier,"3""",100'
1430,2/2/2023,Avalanche: Lone Peak,Salt Lake,Unknown,2',150'
1431,2/2/2023,Avalanche: Chilly Peak Slabs,Ogden,Natural,,
1432,2/2/2023,Avalanche: Sundance,Provo,Natural,,
1433,2/2/2023,Avalanche: Reynolds Pk,Salt Lake,Unknown,2',100'
1434,2/2/2023,Avalanche: West Scotties,Salt Lake,Natural,"12""",50'
1435,2/1/2023,Avalanche: Provo Peak,Provo,Natural,,
1436,2/1/2023,Avalanche: Timpanogos,Provo,Natural,,
1437,2/1/2023,Avalanche: Hellgate,Salt Lake,Natural,,
1438,1/31/2023,Avalanche: Cold Fusion,Provo,Skier,"8""",20'
1439,1/31/2023,Avalanche: Shingle Mill Peak,Provo,Skier,,
1440,1/31/2023,Avalanche: Mt. Naomi Wilderness,Logan,Skier,,
1441,1/30/2023,Avalanche: Soldier Fork,Salt Lake,Unknown,,25'
1442,1/30/2023,Avalanche: Broads Fork,Salt Lake,Natural,4',70'
1443,1/30/2023,Avalanche: Mule Hollow,Salt Lake,Natural,"20""",150'
1444,1/30/2023,Avalanche: Provo,Provo,Natural,"10""",250'
1445,1/30/2023,Avalanche: Blue Ice,Salt Lake,Natural,"8""",25'
1446,1/30/2023,Avalanche: UFO Bowls,Provo,,,
1447,1/30/2023,Avalanche: Timpanogos,Provo,Natural,,
1448,1/30/2023,Avalanche: Flagstaff Ridge,Salt Lake,Skier,2',100'
1449,1/30/2023,Avalanche: Superior,Salt Lake,Skier,,
1450,1/29/2023,Avalanche: Smithfield Canyon,Logan,Natural,,
1451,1/29/2023,Avalanche: Cone Head,Salt Lake,Natural,"6""",60'
1452,1/29/2023,Avalanche: Logan Canyon,Logan,Natural,"8""",30'
1453,1/29/2023,Avalanche: Providence Quarry,Logan,Natural,"18""",90'
1454,1/29/2023,Avalanche: Reynolds Pk,Salt Lake,Snowboarder,3',100'
1455,1/29/2023,Avalanche: Garden City Bowls-The Gut,Logan,Unknown,,
1456,1/29/2023,Avalanche: North Fork Park,Ogden,Unknown,"14""",250'
1457,1/29/2023,Avalanche: Smithfield Dry Canyon,Logan,Natural,2',300'
1458,1/29/2023,Avalanche: Eastern Slopes of Wellsville Range,Logan,Natural,,
1459,1/29/2023,Avalanche: Salt Lake Twins,Salt Lake,Natural,"12""",250'
1460,1/29/2023,Avalanche: Hodge Nibley Creek,Logan,Natural,"20""",100'
1461,1/29/2023,"Avalanche: The Gut, East Face of White Pine Knob",Logan,Natural,2',150'
1462,1/29/2023,Avalanche: Mt. Magog,Logan,Natural,3',"1,500'"
1463,1/29/2023,Avalanche: Water Canyon,Logan,Natural,2',
1464,1/29/2023,Avalanche: Garden City Bowls-The Gut,Logan,Unknown,"8""",
1465,1/29/2023,Avalanche: Moonlight,Salt Lake,Natural,,20'
1466,1/29/2023,Avalanche: Soldier Peak,Salt Lake,Unknown,"18""",40'
1467,1/29/2023,Avalanche: Wolverine,Salt Lake,Skier,2.5',450'
1468,1/29/2023,"Avalanche: Mt. Magog, South Face",Logan,Natural,2',150'
1469,1/29/2023,Avalanche: Boiler Bowl,Logan,Natural,,
1470,1/29/2023,Avalanche: Grizzly Gulch,Salt Lake,Skier,2',
1471,1/29/2023,Avalanche: Rock Bowl,Logan,Natural,"12""",40'
1472,1/29/2023,Avalanche: Hells Kitchen,Logan,Natural,,
1473,1/29/2023,Avalanche: Ham Hollow,Logan,Natural,2.5',"1,500'"
1474,1/29/2023,Avalanche: Meadows,Salt Lake,Skier,"12""",100'
1475,1/29/2023,Avalanche: Millville Peak,Logan,Natural,,
1476,1/29/2023,Avalanche: Patsy Marly,Salt Lake,Natural,,
1477,1/28/2023,Avalanche: Patsy Marly,Salt Lake,Skier,2',300'
1478,1/28/2023,Avalanche: Superior,Salt Lake,Skier,"14""",40'
1479,1/28/2023,Avalanche: Chutes and Ladders,Salt Lake,Skier,"16""",40'
1480,1/28/2023,Avalanche: Lambs Canyon,Salt Lake,Skier,2',50'
1481,1/28/2023,Avalanche: Raymond Peak,Salt Lake,Skier,"12""",100'
1482,1/28/2023,Avalanche: Mt Aire,Salt Lake,Skier,2',70'
1483,1/28/2023,Avalanche: Cutler Ridge,Ogden,Natural,"14""",350'
1484,1/28/2023,Avalanche: Provo Peak,Provo,Skier,"14""",50'
1485,1/28/2023,Avalanche: Mill Hollow,Uintas,Skier,"18""",100'
1486,1/28/2023,Avalanche: Little Water,Salt Lake,Skier,"10""",200'
1487,1/28/2023,Avalanche: Circle Awl,Salt Lake,Skier,"8""",125'
1488,1/28/2023,Avalanche: Chilly Peak Slabs,Ogden,Skier,2',400'
1489,1/28/2023,Avalanche: Main Days,Salt Lake,Skier,2',60'
1490,1/28/2023,Avalanche: Porter Fork,Salt Lake,Skier,"12""",50'
1491,1/28/2023,Avalanche: Bear Lake Overlook Area,Logan,Hiker,4',200'
1492,1/28/2023,Avalanche: Lambs Canyon,Salt Lake,Skier,"18""",150'
1493,1/28/2023,Avalanche: Great White Icicle,Salt Lake,Hiker,"12""",10'
1494,1/28/2023,Avalanche: Three Temptations,Provo,Natural,"12""",50'
1495,1/28/2023,Avalanche: Silver Lake Highway,Provo,Skier,"10""",35'
1496,1/28/2023,Avalanche: Brighton Perimeter,Salt Lake,Natural,"18""",200'
1497,1/28/2023,Accident: Butler Basin,Salt Lake,Skier,"18""",250'
1498,1/28/2023,Avalanche: Oquirrh Mountains,Salt Lake,Snowboarder,2',400'
1499,1/28/2023,Avalanche: Eeeny Meeny Miny Moe,Salt Lake,Natural,"6""",25'
1500,1/28/2023,Avalanche: Chilly Peak Slabs,Ogden,Skier,2',400'
1501,1/27/2023,Avalanche: Dugway,Logan,Natural,,
1502,1/27/2023,Avalanche: Cutler Ridge,Ogden,Natural,"12""",20'
1503,1/27/2023,Avalanche: Bunnels,Provo,Skier,2',150'
1504,1/27/2023,Avalanche: Mt Nebo Loop Road,Provo,Snowmobiler,"6""",100'
1505,1/27/2023,Avalanche: Franklin Basin TH area,Logan,Skier,"8""",35'
1506,1/27/2023,Avalanche: Ogden,Ogden,Skier,"12""",5'
1507,1/26/2023,Avalanche: Little Superior,Salt Lake,Snowboarder,"18""",60'
1508,1/26/2023,Avalanche: Provo Canyon,Provo,Natural,"15""",25'
1509,1/26/2023,Avalanche: White Pine,Salt Lake,Unknown,,
1510,1/26/2023,Avalanche: Thunder Ridge,Salt Lake,Skier,,
1511,1/25/2023,Avalanche: Brighton Perimeter,Salt Lake,Skier,"12""",25'
1512,1/25/2023,Avalanche: Cold Water Canyon,Ogden,Unknown,3',200'
1513,1/25/2023,Avalanche: Flagstaff Gully,Salt Lake,Skier,"10""",10'
1514,1/23/2023,Avalanche: Flagstaff Ridge,Salt Lake,Skier,"5""",15'
1515,1/23/2023,Avalanche: Soucies Ridge,Logan,Natural,"12""",45'
1516,1/23/2023,Avalanche: Aspen Grove,Provo,Natural,,10'
1517,1/23/2023,Avalanche: Snowbasin Backcountry,Ogden,Skier,"4""",70'
1518,1/23/2023,Avalanche: Alpine Loop,Provo,Natural,,
1519,1/22/2023,Avalanche: Cardiac Bowl,Salt Lake,Skier,"8""",100'
1520,1/21/2023,Avalanche: Long John Silver,Salt Lake,Natural,,
1521,1/21/2023,Avalanche: Coalpit,Salt Lake,Skier,"12""",20'
1522,1/21/2023,Avalanche: Birthday Chutes,Salt Lake,Skier,3',50'
1523,1/21/2023,Avalanche: Tut Creek,Uintas,Skier,"4""",40'
1524,1/21/2023,Avalanche: South Fork Lake Canyon,Skyline,Natural,"8""",250'
1525,1/21/2023,"Avalanche: Mt. Magog, South Ridge",Logan,Skier,"2""",15'
1526,1/20/2023,Avalanche: Hogum Hogback,Salt Lake,Snowboarder,"18""",30'
1527,1/20/2023,Avalanche: Whiskey Hill,Ogden,Snowmobiler,2.5',125'
1528,1/18/2023,Avalanche: Moab,Moab,Unknown,,300'
1529,1/18/2023,Avalanche: Big Cottonwood Canyon,Salt Lake,Natural,"7""",5'
1530,1/18/2023,Avalanche: UFO Bowls,Provo,Natural,"3""",200'
1531,1/17/2023,Avalanche: Miner's Basin,Moab,Natural,4',400'
1532,1/17/2023,Avalanche: Aspen Grove,Provo,Natural,,500'
1533,1/17/2023,Avalanche: Brighton Perimeter,Salt Lake,Natural,"18""",
1534,1/16/2023,Avalanche: Little Superior,Salt Lake,Skier,"6""",30'
1535,1/16/2023,Avalanche: Days Fork,Salt Lake,Skier,"18""",20'
1536,1/16/2023,Avalanche: Ogden Canyon,Ogden,Natural,2',20'
1537,1/16/2023,"Avalanche: Tony Grove Lake, North",Logan,Snowmobiler,"6""",25'
1538,1/16/2023,Avalanche: Thomas Fork,Salt Lake,Skier,"12""",50'
1539,1/16/2023,Avalanche: Salt Lake foothills,Salt Lake,Natural,"6""",50'
1540,1/16/2023,Avalanche: Lambs Canyon,Salt Lake,Natural,"4""",20'
1541,1/15/2023,Avalanche: Park City Ridgeline,Salt Lake,Skier,"6""",20'
1542,1/15/2023,Avalanche: Mineral Fork,Salt Lake,Skier,"6""",20'
1543,1/15/2023,Avalanche: Reynolds Pk,Salt Lake,Skier,"10""",30'
1544,1/15/2023,Avalanche: Murdock Peak,Salt Lake,Skier,"8""",600'
1545,1/15/2023,Avalanche: Memorials,Salt Lake,Skier,"8""",
1546,1/15/2023,Avalanche: Sunset Peak,Salt Lake,Skier,"8""",50'
1547,1/15/2023,Avalanche: Dog Lake area,Salt Lake,Snowboarder,"6""",40'
1548,1/15/2023,Avalanche: Neffs,Salt Lake,Unknown,"4""",20'
1549,1/15/2023,Avalanche: Timpanogos,Provo,Natural,,500'
1550,1/15/2023,Avalanche: Santaquin Canyon,Provo,Natural,,60'
1551,1/15/2023,Avalanche: west porter,Salt Lake,Natural,"12""",600'
1552,1/15/2023,Avalanche: Bear Trap,Salt Lake,Skier,"3""",40'
1553,1/15/2023,Avalanche: Park City Ridgeline,Salt Lake,Skier,"6""",20'
1554,1/15/2023,Avalanche: Mineral Fork,Salt Lake,Skier,"6""",20'
1555,1/15/2023,Avalanche: Reynolds Pk,Salt Lake,Skier,"10""",30'
